'Name';'Constraint template';'Implying activity';'Implied activity';'Support';'Confidence level';'Interest factor'
'RespondedExistence(Hello, Query)';'RespondedExistence';'Hello';'Query';97.812;97.615;95.449
'Response(Hello, Query)';'Response';'Hello';'Query';96.738;96.543;94.401
'AlternateResponse(Hello, Query)';'AlternateResponse';'Hello';'Query';94.686;94.495;92.399
'ChainResponse(Hello, Query)';'ChainResponse';'Hello';'Query';0.571;0.570;0.557
'NotChainSuccession(Hello, Query)';'NotChainSuccession';'Hello';'Query';99.891;97.675;97.478
'NotSuccession(Hello, Query)';'NotSuccession';'Hello';'Query';0.529;0.517;0.516
'NotCoExistence(Hello, Query)';'NotCoExistence';'Hello';'Query';0.413;0.404;0.403
'CoExistence(Hello, Request)';'CoExistence';'Hello';'Request';99.997;99.795;99.600
'Succession(Hello, Request)';'Succession';'Hello';'Request';99.955;99.753;99.558
'AlternateSuccession(Hello, Request)';'AlternateSuccession';'Hello';'Request';9.367;9.348;9.330
'ChainSuccession(Hello, Request)';'ChainSuccession';'Hello';'Request';9.299;9.280;9.262
'RespondedExistence(Hello, Request)';'RespondedExistence';'Hello';'Request';99.983;99.781;99.586
'Response(Hello, Request)';'Response';'Hello';'Request';99.084;98.884;98.691
'AlternateResponse(Hello, Request)';'AlternateResponse';'Hello';'Request';98.994;98.794;98.601
'ChainResponse(Hello, Request)';'ChainResponse';'Hello';'Request';98.276;98.078;97.886
'NotChainSuccession(Hello, Request)';'NotChainSuccession';'Hello';'Request';90.701;90.518;90.341
'NotSuccession(Hello, Request)';'NotSuccession';'Hello';'Request';0.045;0.045;0.045
'NotCoExistence(Hello, Request)';'NotCoExistence';'Hello';'Request';0.003;0.003;0.003
'CoExistence(Hello, Response)';'CoExistence';'Hello';'Response';97.391;80.596;80.434
'Succession(Hello, Response)';'Succession';'Hello';'Response';97.070;80.331;80.169
'AlternateSuccession(Hello, Response)';'AlternateSuccession';'Hello';'Response';23.619;19.546;19.506
'ChainSuccession(Hello, Response)';'ChainSuccession';'Hello';'Response';0.021;0.017;0.017
'RespondedExistence(Hello, Response)';'RespondedExistence';'Hello';'Response';82.899;82.732;68.465
'Response(Hello, Response)';'Response';'Hello';'Response';80.796;80.633;66.728
'AlternateResponse(Hello, Response)';'AlternateResponse';'Hello';'Response';77.455;77.299;63.969
'ChainResponse(Hello, Response)';'ChainResponse';'Hello';'Response';0.068;0.068;0.056
'NotChainSuccession(Hello, Response)';'NotChainSuccession';'Hello';'Response';99.979;82.738;82.572
'NotSuccession(Hello, Response)';'NotSuccession';'Hello';'Response';2.930;2.425;2.420
'NotCoExistence(Hello, Response)';'NotCoExistence';'Hello';'Response';2.609;2.159;2.155
'Precedence(Query, Hello)';'Precedence';'Hello';'Query';8.870;8.673;8.656
'AlternatePrecedence(Query, Hello)';'AlternatePrecedence';'Hello';'Query';8.169;7.988;7.972
'ChainPrecedence(Query, Hello)';'ChainPrecedence';'Hello';'Query';0.028;0.028;0.028
'Precedence(Request, Hello)';'Precedence';'Hello';'Request';10.487;10.466;10.445
'AlternatePrecedence(Request, Hello)';'AlternatePrecedence';'Hello';'Request';10.340;10.320;10.299
'ChainPrecedence(Request, Hello)';'ChainPrecedence';'Hello';'Request';9.661;9.642;9.623
'Precedence(Response, Hello)';'Precedence';'Hello';'Response';5.845;4.837;4.828
'AlternatePrecedence(Response, Hello)';'AlternatePrecedence';'Hello';'Response';5.037;4.168;4.160
'ChainPrecedence(Response, Hello)';'ChainPrecedence';'Hello';'Response';0.367;0.304;0.303
'AtMostOne(Query)';'AtMostOne';'Query';'';6.101;5.966;5.833
'End(Query)';'End';'Query';'';52.660;51.491;50.349
'Init(Query)';'Init';'Query';'';0.000;0.000;0.000
'Participation(Query)';'Participation';'Query';'';97.781;95.612;93.491
'Precedence(, Query)';'Precedence';'Query';'';51.722;35.798;35.003
'AlternatePrecedence(, Query)';'AlternatePrecedence';'Query';'';10.746;7.438;7.273
'ChainPrecedence(, Query)';'ChainPrecedence';'Query';'';0.813;0.563;0.550
'Precedence(Bye, Query)';'Precedence';'Query';'Bye';0.492;0.024;0.024
'AlternatePrecedence(Bye, Query)';'AlternatePrecedence';'Query';'Bye';0.099;0.005;0.005
'ChainPrecedence(Bye, Query)';'ChainPrecedence';'Query';'Bye';0.001;0.000;0.000
'Precedence(Feedback, Query)';'Precedence';'Query';'Feedback';71.666;61.724;60.355
'AlternatePrecedence(Feedback, Query)';'AlternatePrecedence';'Query';'Feedback';26.789;23.073;22.561
'ChainPrecedence(Feedback, Query)';'ChainPrecedence';'Query';'Feedback';0.389;0.335;0.327
'Precedence(Hello, Query)';'Precedence';'Query';'Hello';99.760;99.559;97.350
'AlternatePrecedence(Hello, Query)';'AlternatePrecedence';'Query';'Hello';10.017;9.997;9.775
'ChainPrecedence(Hello, Query)';'ChainPrecedence';'Query';'Hello';0.060;0.060;0.059
'CoExistence(Query, )';'CoExistence';'Query';'';82.763;57.281;56.010
'Succession(Query, )';'Succession';'Query';'';64.130;44.385;43.400
'AlternateSuccession(Query, )';'AlternateSuccession';'Query';'';20.036;13.867;13.560
'ChainSuccession(Query, )';'ChainSuccession';'Query';'';1.122;0.777;0.759
'RespondedExistence(Query, )';'RespondedExistence';'Query';'';79.946;78.172;54.104
'Response(Query, )';'Response';'Query';'';59.751;58.425;40.437
'AlternateResponse(Query, )';'AlternateResponse';'Query';'';11.821;11.559;8.000
'ChainResponse(Query, )';'ChainResponse';'Query';'';0.662;0.647;0.448
'NotChainSuccession(Query, )';'NotChainSuccession';'Query';'';98.878;68.434;66.916
'NotSuccession(Query, )';'NotSuccession';'Query';'';35.870;24.826;24.275
'NotCoExistence(Query, )';'NotCoExistence';'Query';'';17.237;11.930;11.665
'CoExistence(Query, Bye)';'CoExistence';'Query';'Bye';7.759;0.381;0.372
'Succession(Query, Bye)';'Succession';'Query';'Bye';7.428;0.365;0.357
'AlternateSuccession(Query, Bye)';'AlternateSuccession';'Query';'Bye';1.002;0.049;0.048
'ChainSuccession(Query, Bye)';'ChainSuccession';'Query';'Bye';0.001;0.000;0.000
'RespondedExistence(Query, Bye)';'RespondedExistence';'Query';'Bye';7.271;7.109;0.349
'Response(Query, Bye)';'Response';'Query';'Bye';6.938;6.784;0.333
'AlternateResponse(Query, Bye)';'AlternateResponse';'Query';'Bye';0.504;0.492;0.024
'ChainResponse(Query, Bye)';'ChainResponse';'Query';'Bye';0.001;0.001;0.000
'NotChainSuccession(Query, Bye)';'NotChainSuccession';'Query';'Bye';99.999;4.910;4.801
'NotSuccession(Query, Bye)';'NotSuccession';'Query';'Bye';92.572;4.545;4.444
'NotCoExistence(Query, Bye)';'NotCoExistence';'Query';'Bye';92.241;4.529;4.428
'CoExistence(Query, Feedback)';'CoExistence';'Query';'Feedback';96.567;83.171;81.326
'Succession(Query, Feedback)';'Succession';'Query';'Feedback';82.145;70.749;69.180
'AlternateSuccession(Query, Feedback)';'AlternateSuccession';'Query';'Feedback';41.970;36.147;35.346
'ChainSuccession(Query, Feedback)';'ChainSuccession';'Query';'Feedback';1.216;1.047;1.024
'RespondedExistence(Query, Feedback)';'RespondedExistence';'Query';'Feedback';95.294;93.180;80.253
'Response(Query, Feedback)';'Response';'Query';'Feedback';75.581;73.904;63.652
'AlternateResponse(Query, Feedback)';'AlternateResponse';'Query';'Feedback';28.820;28.181;24.272
'ChainResponse(Query, Feedback)';'ChainResponse';'Query';'Feedback';0.835;0.816;0.703
'NotChainSuccession(Query, Feedback)';'NotChainSuccession';'Query';'Feedback';98.784;85.080;83.193
'NotSuccession(Query, Feedback)';'NotSuccession';'Query';'Feedback';17.855;15.378;15.037
'NotCoExistence(Query, Feedback)';'NotCoExistence';'Query';'Feedback';3.433;2.957;2.891
'CoExistence(Query, Hello)';'CoExistence';'Query';'Hello';99.587;97.378;97.182
'Succession(Query, Hello)';'Succession';'Query';'Hello';8.118;7.938;7.922
'AlternateSuccession(Query, Hello)';'AlternateSuccession';'Query';'Hello';1.563;1.528;1.525
'ChainSuccession(Query, Hello)';'ChainSuccession';'Query';'Hello';0.005;0.005;0.005
'RespondedExistence(Query, Hello)';'RespondedExistence';'Query';'Hello';99.775;97.562;97.365
'Response(Query, Hello)';'Response';'Query';'Hello';8.039;7.860;7.844
'AlternateResponse(Query, Hello)';'AlternateResponse';'Query';'Hello';0.864;0.845;0.843
'ChainResponse(Query, Hello)';'ChainResponse';'Query';'Hello';0.003;0.003;0.003
'NotChainSuccession(Query, Hello)';'NotChainSuccession';'Query';'Hello';99.995;97.776;97.579
'NotSuccession(Query, Hello)';'NotSuccession';'Query';'Hello';91.882;89.843;89.662
'NotCoExistence(Query, Hello)';'NotCoExistence';'Query';'Hello';0.413;0.404;0.403
'CoExistence(Query, Request)';'CoExistence';'Query';'Request';99.681;97.470;97.279
'Succession(Query, Request)';'Succession';'Query';'Request';88.422;86.460;86.292
'AlternateSuccession(Query, Request)';'AlternateSuccession';'Query';'Request';46.084;45.061;44.973
'ChainSuccession(Query, Request)';'ChainSuccession';'Query';'Request';34.247;33.488;33.422
'RespondedExistence(Query, Request)';'RespondedExistence';'Query';'Request';99.749;97.536;97.345
'Response(Query, Request)';'Response';'Query';'Request';93.016;90.953;90.775
'AlternateResponse(Query, Request)';'AlternateResponse';'Query';'Request';72.130;70.530;70.392
'ChainResponse(Query, Request)';'ChainResponse';'Query';'Request';53.604;52.415;52.312
'NotChainSuccession(Query, Request)';'NotChainSuccession';'Query';'Request';65.753;64.294;64.168
'NotSuccession(Query, Request)';'NotSuccession';'Query';'Request';11.578;11.321;11.299
'NotCoExistence(Query, Request)';'NotCoExistence';'Query';'Request';0.319;0.312;0.311
'CoExistence(Query, Response)';'CoExistence';'Query';'Response';95.637;79.145;77.389
'Succession(Query, Response)';'Succession';'Query';'Response';87.269;72.220;70.618
'AlternateSuccession(Query, Response)';'AlternateSuccession';'Query';'Response';46.754;38.691;37.833
'ChainSuccession(Query, Response)';'ChainSuccession';'Query';'Response';25.139;20.804;20.342
'RespondedExistence(Query, Response)';'RespondedExistence';'Query';'Response';93.073;91.008;75.314
'Response(Query, Response)';'Response';'Query';'Response';79.806;78.036;64.579
'AlternateResponse(Query, Response)';'AlternateResponse';'Query';'Response';37.124;36.300;30.041
'ChainResponse(Query, Response)';'ChainResponse';'Query';'Response';19.961;19.518;16.153
'NotChainSuccession(Query, Response)';'NotChainSuccession';'Query';'Response';74.861;61.952;60.577
'NotSuccession(Query, Response)';'NotSuccession';'Query';'Response';12.731;10.536;10.302
'NotCoExistence(Query, Response)';'NotCoExistence';'Query';'Response';4.363;3.610;3.530
'Precedence(Request, Query)';'Precedence';'Query';'Request';99.749;99.554;97.345
'AlternatePrecedence(Request, Query)';'AlternatePrecedence';'Query';'Request';77.417;77.266;75.551
'ChainPrecedence(Request, Query)';'ChainPrecedence';'Query';'Request';75.018;74.871;73.210
'Precedence(Response, Query)';'Precedence';'Query';'Response';69.355;57.395;56.122
'AlternatePrecedence(Response, Query)';'AlternatePrecedence';'Query';'Response';34.869;28.856;28.216
'ChainPrecedence(Response, Query)';'ChainPrecedence';'Query';'Response';3.782;3.130;3.061
'AtMostOne(Request)';'AtMostOne';'Request';'';1.607;1.604;1.601
'End(Request)';'End';'Request';'';0.000;0.000;0.000
'Init(Request)';'Init';'Request';'';0.025;0.025;0.025
'Participation(Request)';'Participation';'Request';'';99.805;99.610;99.415
'Precedence(, Request)';'Precedence';'Request';'';54.320;37.595;37.522
'AlternatePrecedence(, Request)';'AlternatePrecedence';'Request';'';6.687;4.628;4.619
'ChainPrecedence(, Request)';'ChainPrecedence';'Request';'';5.663;3.919;3.912
'Precedence(Bye, Request)';'Precedence';'Request';'Bye';1.656;0.081;0.081
'AlternatePrecedence(Bye, Request)';'AlternatePrecedence';'Request';'Bye';0.066;0.003;0.003
'ChainPrecedence(Bye, Request)';'ChainPrecedence';'Request';'Bye';0.004;0.000;0.000
'Precedence(Feedback, Request)';'Precedence';'Request';'Feedback';72.149;62.140;62.019
'AlternatePrecedence(Feedback, Request)';'AlternatePrecedence';'Request';'Feedback';16.499;14.210;14.183
'ChainPrecedence(Feedback, Request)';'ChainPrecedence';'Request';'Feedback';7.161;6.168;6.155
'Precedence(Hello, Request)';'Precedence';'Request';'Hello';99.998;99.796;99.601
'AlternatePrecedence(Hello, Request)';'AlternatePrecedence';'Request';'Hello';4.916;4.906;4.896
'ChainPrecedence(Hello, Request)';'ChainPrecedence';'Request';'Hello';4.880;4.870;4.861
'Precedence(Query, Request)';'Precedence';'Request';'Query';86.266;84.352;84.187
'AlternatePrecedence(Query, Request)';'AlternatePrecedence';'Request';'Query';33.858;33.106;33.042
'ChainPrecedence(Query, Request)';'ChainPrecedence';'Request';'Query';25.162;24.603;24.555
'CoExistence(Request, )';'CoExistence';'Request';'';86.274;59.711;59.594
'Succession(Request, )';'Succession';'Request';'';69.835;48.334;48.239
'AlternateSuccession(Request, )';'AlternateSuccession';'Request';'';14.668;10.152;10.132
'ChainSuccession(Request, )';'ChainSuccession';'Request';'';13.240;9.164;9.146
'RespondedExistence(Request, )';'RespondedExistence';'Request';'';85.262;85.095;58.895
'Response(Request, )';'Response';'Request';'';67.435;67.303;46.581
'AlternateResponse(Request, )';'AlternateResponse';'Request';'';7.953;7.938;5.494
'ChainResponse(Request, )';'ChainResponse';'Request';'';7.179;7.165;4.959
'NotChainSuccession(Request, )';'NotChainSuccession';'Request';'';86.760;60.047;59.930
'NotSuccession(Request, )';'NotSuccession';'Request';'';30.165;20.877;20.836
'NotCoExistence(Request, )';'NotCoExistence';'Request';'';13.726;9.500;9.482
'CoExistence(Request, Bye)';'CoExistence';'Request';'Bye';9.383;0.461;0.460
'Succession(Request, Bye)';'Succession';'Request';'Bye';8.212;0.403;0.402
'AlternateSuccession(Request, Bye)';'AlternateSuccession';'Request';'Bye';0.480;0.024;0.024
'ChainSuccession(Request, Bye)';'ChainSuccession';'Request';'Bye';0.446;0.022;0.022
'RespondedExistence(Request, Bye)';'RespondedExistence';'Request';'Bye';9.158;9.140;0.449
'Response(Request, Bye)';'Response';'Request';'Bye';7.984;7.968;0.391
'AlternateResponse(Request, Bye)';'AlternateResponse';'Request';'Bye';0.241;0.240;0.012
'ChainResponse(Request, Bye)';'ChainResponse';'Request';'Bye';0.223;0.223;0.011
'NotChainSuccession(Request, Bye)';'NotChainSuccession';'Request';'Bye';99.554;4.888;4.878
'NotSuccession(Request, Bye)';'NotSuccession';'Request';'Bye';91.788;4.507;4.498
'NotCoExistence(Request, Bye)';'NotCoExistence';'Request';'Bye';90.617;4.449;4.440
'CoExistence(Request, Feedback)';'CoExistence';'Request';'Feedback';95.287;82.068;81.908
'Succession(Request, Feedback)';'Succession';'Request';'Feedback';74.985;64.583;64.457
'AlternateSuccession(Request, Feedback)';'AlternateSuccession';'Request';'Feedback';29.455;25.369;25.319
'ChainSuccession(Request, Feedback)';'ChainSuccession';'Request';'Feedback';28.470;24.521;24.473
'RespondedExistence(Request, Feedback)';'RespondedExistence';'Request';'Feedback';94.495;94.310;81.227
'Response(Request, Feedback)';'Response';'Request';'Feedback';70.635;70.497;60.717
'AlternateResponse(Request, Feedback)';'AlternateResponse';'Request';'Feedback';17.309;17.275;14.878
'ChainResponse(Request, Feedback)';'ChainResponse';'Request';'Feedback';16.730;16.697;14.381
'NotChainSuccession(Request, Feedback)';'NotChainSuccession';'Request';'Feedback';71.530;61.607;61.487
'NotSuccession(Request, Feedback)';'NotSuccession';'Request';'Feedback';25.015;21.544;21.502
'NotCoExistence(Request, Feedback)';'NotCoExistence';'Request';'Feedback';4.713;4.059;4.051
'CoExistence(Request, Hello)';'CoExistence';'Request';'Hello';99.997;99.795;99.600
'Succession(Request, Hello)';'Succession';'Request';'Hello';7.330;7.315;7.301
'AlternateSuccession(Request, Hello)';'AlternateSuccession';'Request';'Hello';0.978;0.976;0.974
'ChainSuccession(Request, Hello)';'ChainSuccession';'Request';'Hello';0.914;0.912;0.911
'RespondedExistence(Request, Hello)';'RespondedExistence';'Request';'Hello';99.998;99.802;99.601
'Response(Request, Hello)';'Response';'Request';'Hello';7.173;7.159;7.145
'AlternateResponse(Request, Hello)';'AlternateResponse';'Request';'Hello';0.513;0.512;0.511
'ChainResponse(Request, Hello)';'ChainResponse';'Request';'Hello';0.480;0.479;0.478
'NotChainSuccession(Request, Hello)';'NotChainSuccession';'Request';'Hello';99.086;98.886;98.693
'NotSuccession(Request, Hello)';'NotSuccession';'Request';'Hello';92.670;92.483;92.302
'NotCoExistence(Request, Hello)';'NotCoExistence';'Request';'Hello';0.003;0.003;0.003
'CoExistence(Request, Query)';'CoExistence';'Request';'Query';99.681;97.470;97.279
'Succession(Request, Query)';'Succession';'Request';'Query';95.073;92.964;92.782
'AlternateSuccession(Request, Query)';'AlternateSuccession';'Request';'Query';49.461;48.364;48.270
'ChainSuccession(Request, Query)';'ChainSuccession';'Request';'Query';47.929;46.865;46.774
'RespondedExistence(Request, Query)';'RespondedExistence';'Request';'Query';99.650;99.455;97.248
'Response(Request, Query)';'Response';'Request';'Query';92.878;92.697;90.640
'AlternateResponse(Request, Query)';'AlternateResponse';'Request';'Query';36.339;36.268;35.464
'ChainResponse(Request, Query)';'ChainResponse';'Request';'Query';35.213;35.144;34.365
'NotChainSuccession(Request, Query)';'NotChainSuccession';'Request';'Query';52.071;50.916;50.816
'NotSuccession(Request, Query)';'NotSuccession';'Request';'Query';4.927;4.818;4.808
'NotCoExistence(Request, Query)';'NotCoExistence';'Request';'Query';0.319;0.312;0.311
'CoExistence(Request, Response)';'CoExistence';'Request';'Response';95.487;79.021;78.866
'Succession(Request, Response)';'Succession';'Request';'Response';84.213;69.691;69.555
'AlternateSuccession(Request, Response)';'AlternateSuccession';'Request';'Response';31.035;25.684;25.633
'ChainSuccession(Request, Response)';'ChainSuccession';'Request';'Response';1.355;1.121;1.119
'RespondedExistence(Request, Response)';'RespondedExistence';'Request';'Response';94.242;94.057;77.838
'Response(Request, Response)';'Response';'Request';'Response';79.856;79.700;65.956
'AlternateResponse(Request, Response)';'AlternateResponse';'Request';'Response';19.801;19.763;16.355
'ChainResponse(Request, Response)';'ChainResponse';'Request';'Response';0.864;0.863;0.714
'NotChainSuccession(Request, Response)';'NotChainSuccession';'Request';'Response';98.645;81.634;81.475
'NotSuccession(Request, Response)';'NotSuccession';'Request';'Response';15.787;13.064;13.039
'NotCoExistence(Request, Response)';'NotCoExistence';'Request';'Response';4.513;3.735;3.727
'Precedence(Response, Request)';'Precedence';'Request';'Response';72.768;60.220;60.102
'AlternatePrecedence(Response, Request)';'AlternatePrecedence';'Request';'Response';19.364;16.025;15.994
'ChainPrecedence(Response, Request)';'ChainPrecedence';'Request';'Response';17.819;14.746;14.718
'AtMostOne(Response)';'AtMostOne';'Response';'';22.356;18.501;15.310
'End(Response)';'End';'Response';'';0.000;0.000;0.000
'Init(Response)';'Init';'Response';'';0.006;0.005;0.004
'Participation(Response)';'Participation';'Response';'';82.756;68.485;56.675
'Precedence(, Response)';'Precedence';'Response';'';49.200;34.052;28.180
'AlternatePrecedence(, Response)';'AlternatePrecedence';'Response';'';13.131;9.088;7.521
'ChainPrecedence(, Response)';'ChainPrecedence';'Response';'';3.243;2.245;1.858
'Precedence(Bye, Response)';'Precedence';'Response';'Bye';1.710;0.084;0.069
'AlternatePrecedence(Bye, Response)';'AlternatePrecedence';'Response';'Bye';0.232;0.011;0.009
'ChainPrecedence(Bye, Response)';'ChainPrecedence';'Response';'Bye';0.224;0.011;0.009
'Precedence(Feedback, Response)';'Precedence';'Response';'Feedback';89.082;76.724;63.493
'AlternatePrecedence(Feedback, Response)';'AlternatePrecedence';'Response';'Feedback';38.175;32.879;27.209
'ChainPrecedence(Feedback, Response)';'ChainPrecedence';'Response';'Feedback';33.696;29.022;24.017
'Precedence(Hello, Response)';'Precedence';'Response';'Hello';99.998;99.796;82.587
'AlternatePrecedence(Hello, Response)';'AlternatePrecedence';'Response';'Hello';13.934;13.906;11.508
'ChainPrecedence(Hello, Response)';'ChainPrecedence';'Response';'Hello';0.012;0.012;0.010
'Precedence(Query, Response)';'Precedence';'Response';'Query';99.959;97.742;80.887
'AlternatePrecedence(Query, Response)';'AlternatePrecedence';'Response';'Query';63.128;61.727;51.083
'ChainPrecedence(Query, Response)';'ChainPrecedence';'Response';'Query';33.943;33.190;27.467
'Precedence(Request, Response)';'Precedence';'Response';'Request';99.999;99.804;82.593
'AlternatePrecedence(Request, Response)';'AlternatePrecedence';'Response';'Request';71.733;71.592;59.247
'ChainPrecedence(Request, Response)';'ChainPrecedence';'Response';'Request';3.131;3.125;2.586
'CoExistence(Response, )';'CoExistence';'Response';'';82.567;57.145;47.291
'Succession(Response, )';'Succession';'Response';'';64.160;44.406;36.748
'AlternateSuccession(Response, )';'AlternateSuccession';'Response';'';22.785;15.770;13.050
'ChainSuccession(Response, )';'ChainSuccession';'Response';'';3.042;2.105;1.742
'RespondedExistence(Response, )';'RespondedExistence';'Response';'';80.902;66.951;46.337
'Response(Response, )';'Response';'Response';'';62.741;51.922;35.936
'AlternateResponse(Response, )';'AlternateResponse';'Response';'';14.879;12.313;8.522
'ChainResponse(Response, )';'ChainResponse';'Response';'';1.986;1.644;1.138
'NotChainSuccession(Response, )';'NotChainSuccession';'Response';'';96.958;67.106;55.534
'NotSuccession(Response, )';'NotSuccession';'Response';'';35.840;24.805;20.528
'NotCoExistence(Response, )';'NotCoExistence';'Response';'';17.433;12.066;9.985
'CoExistence(Response, Bye)';'CoExistence';'Response';'Bye';11.364;0.558;0.462
'Succession(Response, Bye)';'Succession';'Response';'Bye';10.150;0.498;0.412
'AlternateSuccession(Response, Bye)';'AlternateSuccession';'Response';'Bye';1.713;0.084;0.070
'ChainSuccession(Response, Bye)';'ChainSuccession';'Response';'Bye';0.121;0.006;0.005
'RespondedExistence(Response, Bye)';'RespondedExistence';'Response';'Bye';10.571;8.748;0.430
'Response(Response, Bye)';'Response';'Response';'Bye';9.347;7.735;0.380
'AlternateResponse(Response, Bye)';'AlternateResponse';'Response';'Bye';0.864;0.715;0.035
'ChainResponse(Response, Bye)';'ChainResponse';'Response';'Bye';0.061;0.050;0.002
'NotChainSuccession(Response, Bye)';'NotChainSuccession';'Response';'Bye';99.879;4.904;4.058
'NotSuccession(Response, Bye)';'NotSuccession';'Response';'Bye';89.850;4.411;3.651
'NotCoExistence(Response, Bye)';'NotCoExistence';'Response';'Bye';88.636;4.352;3.601
'CoExistence(Response, Feedback)';'CoExistence';'Response';'Feedback';95.172;78.760;67.834
'Succession(Response, Feedback)';'Succession';'Response';'Feedback';61.277;50.710;43.675
'AlternateSuccession(Response, Feedback)';'AlternateSuccession';'Response';'Feedback';38.232;31.639;27.250
'ChainSuccession(Response, Feedback)';'ChainSuccession';'Response';'Feedback';1.411;1.168;1.006
'RespondedExistence(Response, Feedback)';'RespondedExistence';'Response';'Feedback';95.331;78.892;67.948
'Response(Response, Feedback)';'Response';'Response';'Feedback';56.375;46.653;40.182
'AlternateResponse(Response, Feedback)';'AlternateResponse';'Response';'Feedback';31.253;25.864;22.276
'ChainResponse(Response, Feedback)';'ChainResponse';'Response';'Feedback';1.153;0.954;0.822
'NotChainSuccession(Response, Feedback)';'NotChainSuccession';'Response';'Feedback';98.589;81.588;70.270
'NotSuccession(Response, Feedback)';'NotSuccession';'Response';'Feedback';38.723;32.046;27.600
'NotCoExistence(Response, Feedback)';'NotCoExistence';'Response';'Feedback';4.828;3.995;3.441
'CoExistence(Response, Hello)';'CoExistence';'Response';'Hello';97.391;80.596;80.434
'Succession(Response, Hello)';'Succession';'Response';'Hello';4.553;3.768;3.760
'AlternateSuccession(Response, Hello)';'AlternateSuccession';'Response';'Hello';1.536;1.271;1.269
'ChainSuccession(Response, Hello)';'ChainSuccession';'Response';'Hello';0.112;0.093;0.093
'RespondedExistence(Response, Hello)';'RespondedExistence';'Response';'Hello';99.998;82.754;82.587
'Response(Response, Hello)';'Response';'Response';'Hello';4.320;3.575;3.568
'AlternateResponse(Response, Hello)';'AlternateResponse';'Response';'Hello';0.906;0.750;0.748
'ChainResponse(Response, Hello)';'ChainResponse';'Response';'Hello';0.066;0.055;0.055
'NotChainSuccession(Response, Hello)';'NotChainSuccession';'Response';'Hello';99.888;82.663;82.496
'NotSuccession(Response, Hello)';'NotSuccession';'Response';'Hello';95.447;78.988;78.829
'NotCoExistence(Response, Hello)';'NotCoExistence';'Response';'Hello';2.609;2.159;2.155
'CoExistence(Response, Query)';'CoExistence';'Response';'Query';95.637;79.145;77.389
'Succession(Response, Query)';'Succession';'Response';'Query';77.288;63.960;62.541
'AlternateSuccession(Response, Query)';'AlternateSuccession';'Response';'Query';43.914;36.341;35.535
'ChainSuccession(Response, Query)';'ChainSuccession';'Response';'Query';4.763;3.942;3.854
'RespondedExistence(Response, Query)';'RespondedExistence';'Response';'Query';99.999;82.755;80.919
'Response(Response, Query)';'Response';'Response';'Query';90.779;75.125;73.458
'AlternateResponse(Response, Query)';'AlternateResponse';'Response';'Query';59.294;49.069;47.980
'ChainResponse(Response, Query)';'ChainResponse';'Response';'Query';6.431;5.322;5.204
'NotChainSuccession(Response, Query)';'NotChainSuccession';'Response';'Query';95.237;78.814;77.065
'NotSuccession(Response, Query)';'NotSuccession';'Response';'Query';22.712;18.795;18.378
'NotCoExistence(Response, Query)';'NotCoExistence';'Response';'Query';4.363;3.610;3.530
'CoExistence(Response, Request)';'CoExistence';'Response';'Request';95.487;79.021;78.866
'Succession(Response, Request)';'Succession';'Response';'Request';77.792;64.377;64.251
'AlternateSuccession(Response, Request)';'AlternateSuccession';'Response';'Request';30.350;25.117;25.068
'ChainSuccession(Response, Request)';'ChainSuccession';'Response';'Request';27.929;23.113;23.068
'RespondedExistence(Response, Request)';'RespondedExistence';'Response';'Request';99.999;82.755;82.593
'Response(Response, Request)';'Response';'Response';'Request';95.991;79.438;79.283
'AlternateResponse(Response, Request)';'AlternateResponse';'Response';'Request';70.149;58.052;57.939
'ChainResponse(Response, Request)';'ChainResponse';'Response';'Request';64.553;53.421;53.317
'NotChainSuccession(Response, Request)';'NotChainSuccession';'Response';'Request';72.071;59.643;59.526
'NotSuccession(Response, Request)';'NotSuccession';'Response';'Request';22.208;18.378;18.342
'NotCoExistence(Response, Request)';'NotCoExistence';'Response';'Request';4.513;3.735;3.727
