'Name';'Constraint template';'Implying activity';'Implied activity';'Support';'Confidence level';'Interest factor'
'NotSuccession(Hello, Feedback)';'NotSuccession';'Hello';'Feedback';94.064;4.041;0.998
'NotCoExistence(Hello, Feedback)';'NotCoExistence';'Hello';'Feedback';93.379;4.012;0.991
'CoExistence(Hello, Query)';'CoExistence';'Hello';'Query';5.466;0.235;0.234
'Succession(Hello, Query)';'Succession';'Hello';'Query';5.285;0.227;0.226
'AlternateSuccession(Hello, Query)';'AlternateSuccession';'Hello';'Query';1.581;0.068;0.068
'ChainSuccession(Hello, Query)';'ChainSuccession';'Hello';'Query';1.134;0.049;0.049
'RespondedExistence(Hello, Query)';'RespondedExistence';'Hello';'Query';100.000;4.297;4.284
'Response(Hello, Query)';'Response';'Hello';'Query';98.925;4.250;4.238
'AlternateResponse(Hello, Query)';'AlternateResponse';'Hello';'Query';98.925;4.250;4.238
'ChainResponse(Hello, Query)';'ChainResponse';'Hello';'Query';70.968;3.049;3.040
'NotChainSuccession(Hello, Query)';'NotChainSuccession';'Hello';'Query';98.866;4.248;4.236
'NotSuccession(Hello, Query)';'NotSuccession';'Hello';'Query';94.715;4.069;4.058
'NotCoExistence(Hello, Query)';'NotCoExistence';'Hello';'Query';94.534;4.062;4.050
'CoExistence(Hello, Request)';'CoExistence';'Hello';'Request';6.541;0.281;0.281
'Succession(Hello, Request)';'Succession';'Hello';'Request';4.272;0.184;0.184
'AlternateSuccession(Hello, Request)';'AlternateSuccession';'Hello';'Request';2.550;0.110;0.110
'ChainSuccession(Hello, Request)';'ChainSuccession';'Hello';'Request';0.729;0.031;0.031
'RespondedExistence(Hello, Request)';'RespondedExistence';'Hello';'Request';100.000;4.297;4.297
'Response(Hello, Request)';'Response';'Hello';'Request';82.796;3.557;3.557
'AlternateResponse(Hello, Request)';'AlternateResponse';'Hello';'Request';82.796;3.557;3.557
'ChainResponse(Hello, Request)';'ChainResponse';'Hello';'Request';23.656;1.016;1.016
'NotChainSuccession(Hello, Request)';'NotChainSuccession';'Hello';'Request';99.271;4.265;4.265
'NotSuccession(Hello, Request)';'NotSuccession';'Hello';'Request';95.728;4.113;4.113
'NotCoExistence(Hello, Request)';'NotCoExistence';'Hello';'Request';93.459;4.015;4.015
'CoExistence(Hello, Response)';'CoExistence';'Hello';'Response';7.433;0.319;0.135
'Succession(Hello, Response)';'Succession';'Hello';'Response';6.630;0.285;0.120
'AlternateSuccession(Hello, Response)';'AlternateSuccession';'Hello';'Response';4.621;0.199;0.084
'ChainSuccession(Hello, Response)';'ChainSuccession';'Hello';'Response';0.402;0.017;0.007
'RespondedExistence(Hello, Response)';'RespondedExistence';'Hello';'Response';49.462;2.125;0.898
'Response(Hello, Response)';'Response';'Hello';'Response';49.462;2.125;0.898
'AlternateResponse(Hello, Response)';'AlternateResponse';'Hello';'Response';49.462;2.125;0.898
'ChainResponse(Hello, Response)';'ChainResponse';'Hello';'Response';4.301;0.185;0.078
'NotChainSuccession(Hello, Response)';'NotChainSuccession';'Hello';'Response';99.598;4.279;1.808
'NotSuccession(Hello, Response)';'NotSuccession';'Hello';'Response';93.370;4.012;1.695
'NotCoExistence(Hello, Response)';'NotCoExistence';'Hello';'Response';92.567;3.977;1.681
'Precedence(Query, Hello)';'Precedence';'Hello';'Query';10.753;10.722;0.461
'AlternatePrecedence(Query, Hello)';'AlternatePrecedence';'Hello';'Query';10.753;10.722;0.461
'ChainPrecedence(Query, Hello)';'ChainPrecedence';'Hello';'Query';0.000;0.000;0.000
'Precedence(Request, Hello)';'Precedence';'Hello';'Request';100.000;100.000;4.297
'AlternatePrecedence(Request, Hello)';'AlternatePrecedence';'Hello';'Request';100.000;100.000;4.297
'ChainPrecedence(Request, Hello)';'ChainPrecedence';'Hello';'Request';96.774;96.774;4.158
'Precedence(Response, Hello)';'Precedence';'Hello';'Response';4.301;1.817;0.078
'AlternatePrecedence(Response, Hello)';'AlternatePrecedence';'Hello';'Response';4.301;1.817;0.078
'ChainPrecedence(Response, Hello)';'ChainPrecedence';'Hello';'Response';1.075;0.454;0.020
'AtMostOne(Query)';'AtMostOne';'Query';'';0.850;0.847;0.845
'End(Query)';'End';'Query';'';0.047;0.047;0.047
'Init(Query)';'Init';'Query';'';0.000;0.000;0.000
'Participation(Query)';'Participation';'Query';'';99.717;99.434;99.153
'Precedence(A, Query)';'Precedence';'Query';'A';47.492;46.236;46.105
'AlternatePrecedence(A, Query)';'AlternatePrecedence';'Query';'A';41.332;40.240;40.126
'ChainPrecedence(A, Query)';'ChainPrecedence';'Query';'A';40.440;39.371;39.259
'Precedence(Bye, Query)';'Precedence';'Query';'Bye';0.087;0.087;0.086
'AlternatePrecedence(Bye, Query)';'AlternatePrecedence';'Query';'Bye';0.026;0.026;0.026
'ChainPrecedence(Bye, Query)';'ChainPrecedence';'Query';'Bye';0.000;0.000;0.000
'Precedence(Feedback, Query)';'Precedence';'Query';'Feedback';15.282;3.774;3.763
'AlternatePrecedence(Feedback, Query)';'AlternatePrecedence';'Query';'Feedback';5.007;1.236;1.233
'ChainPrecedence(Feedback, Query)';'ChainPrecedence';'Query';'Feedback';0.502;0.124;0.124
'Precedence(Hello, Query)';'Precedence';'Query';'Hello';4.531;0.195;0.194
'AlternatePrecedence(Hello, Query)';'AlternatePrecedence';'Query';'Hello';0.797;0.034;0.034
'ChainPrecedence(Hello, Query)';'ChainPrecedence';'Query';'Hello';0.572;0.025;0.024
'CoExistence(Query, A)';'CoExistence';'Query';'A';99.180;96.558;96.284
'Succession(Query, A)';'Succession';'Query';'A';98.613;96.006;95.734
'AlternateSuccession(Query, A)';'AlternateSuccession';'Query';'A';44.952;43.763;43.639
'ChainSuccession(Query, A)';'ChainSuccession';'Query';'A';42.359;41.239;41.122
'RespondedExistence(Query, A)';'RespondedExistence';'Query';'A';97.999;97.721;95.137
'Response(Query, A)';'Response';'Query';'A';97.566;97.289;94.717
'AlternateResponse(Query, A)';'AlternateResponse';'Query';'A';58.416;58.251;56.711
'ChainResponse(Query, A)';'ChainResponse';'Query';'A';55.046;54.890;53.439
'NotChainSuccession(Query, A)';'NotChainSuccession';'Query';'A';57.641;56.117;55.958
'NotSuccession(Query, A)';'NotSuccession';'Query';'A';1.387;1.350;1.346
'NotCoExistence(Query, A)';'NotCoExistence';'Query';'A';0.820;0.798;0.796
'CoExistence(Query, Bye)';'CoExistence';'Query';'Bye';99.832;99.549;99.455
'Succession(Query, Bye)';'Succession';'Query';'Bye';99.825;99.542;99.448
'AlternateSuccession(Query, Bye)';'AlternateSuccession';'Query';'Bye';30.886;30.799;30.770
'ChainSuccession(Query, Bye)';'ChainSuccession';'Query';'Bye';0.000;0.000;0.000
'RespondedExistence(Query, Bye)';'RespondedExistence';'Query';'Bye';99.853;99.570;99.476
'Response(Query, Bye)';'Response';'Query';'Bye';99.853;99.570;99.476
'AlternateResponse(Query, Bye)';'AlternateResponse';'Query';'Bye';18.297;18.245;18.228
'ChainResponse(Query, Bye)';'ChainResponse';'Query';'Bye';0.000;0.000;0.000
'NotChainSuccession(Query, Bye)';'NotChainSuccession';'Query';'Bye';100.000;99.717;99.623
'NotSuccession(Query, Bye)';'NotSuccession';'Query';'Bye';0.175;0.175;0.175
'NotCoExistence(Query, Bye)';'NotCoExistence';'Query';'Bye';0.168;0.168;0.168
'CoExistence(Query, Feedback)';'CoExistence';'Query';'Feedback';32.241;7.961;7.939
'Succession(Query, Feedback)';'Succession';'Query';'Feedback';20.250;5.000;4.986
'AlternateSuccession(Query, Feedback)';'AlternateSuccession';'Query';'Feedback';9.882;2.440;2.433
'ChainSuccession(Query, Feedback)';'ChainSuccession';'Query';'Feedback';0.000;0.000;0.000
'RespondedExistence(Query, Feedback)';'RespondedExistence';'Query';'Feedback';27.644;27.566;6.807
'Response(Query, Feedback)';'Response';'Query';'Feedback';15.507;15.463;3.818
'AlternateResponse(Query, Feedback)';'AlternateResponse';'Query';'Feedback';5.276;5.261;1.299
'ChainResponse(Query, Feedback)';'ChainResponse';'Query';'Feedback';0.000;0.000;0.000
'NotChainSuccession(Query, Feedback)';'NotChainSuccession';'Query';'Feedback';100.000;24.693;24.623
'NotSuccession(Query, Feedback)';'NotSuccession';'Query';'Feedback';79.750;19.693;19.637
'NotCoExistence(Query, Feedback)';'NotCoExistence';'Query';'Feedback';67.759;16.732;16.684
'CoExistence(Query, Hello)';'CoExistence';'Query';'Hello';5.466;0.235;0.234
'Succession(Query, Hello)';'Succession';'Query';'Hello';0.370;0.016;0.016
'AlternateSuccession(Query, Hello)';'AlternateSuccession';'Query';'Hello';0.172;0.007;0.007
'ChainSuccession(Query, Hello)';'ChainSuccession';'Query';'Hello';0.000;0.000;0.000
'RespondedExistence(Query, Hello)';'RespondedExistence';'Query';'Hello';4.704;4.691;0.202
'Response(Query, Hello)';'Response';'Query';'Hello';0.286;0.285;0.012
'AlternateResponse(Query, Hello)';'AlternateResponse';'Query';'Hello';0.087;0.086;0.004
'ChainResponse(Query, Hello)';'ChainResponse';'Query';'Hello';0.000;0.000;0.000
'NotChainSuccession(Query, Hello)';'NotChainSuccession';'Query';'Hello';100.000;4.297;4.284
'NotSuccession(Query, Hello)';'NotSuccession';'Query';'Hello';99.630;4.281;4.269
'NotCoExistence(Query, Hello)';'NotCoExistence';'Query';'Hello';94.534;4.062;4.050
'CoExistence(Query, Request)';'CoExistence';'Query';'Request';99.897;99.614;99.614
'Succession(Query, Request)';'Succession';'Query';'Request';39.413;39.302;39.302
'AlternateSuccession(Query, Request)';'AlternateSuccession';'Query';'Request';27.309;27.231;27.231
'ChainSuccession(Query, Request)';'ChainSuccession';'Query';'Request';25.616;25.544;25.544
'RespondedExistence(Query, Request)';'RespondedExistence';'Query';'Request';100.000;99.717;99.717
'Response(Query, Request)';'Response';'Query';'Request';32.842;32.749;32.749
'AlternateResponse(Query, Request)';'AlternateResponse';'Query';'Request';20.688;20.629;20.629
'ChainResponse(Query, Request)';'ChainResponse';'Query';'Request';19.406;19.351;19.351
'NotChainSuccession(Query, Request)';'NotChainSuccession';'Query';'Request';74.384;74.173;74.173
'NotSuccession(Query, Request)';'NotSuccession';'Query';'Request';60.587;60.415;60.415
'NotCoExistence(Query, Request)';'NotCoExistence';'Query';'Request';0.103;0.103;0.103
'CoExistence(Query, Response)';'CoExistence';'Query';'Response';57.883;24.459;24.390
'Succession(Query, Response)';'Succession';'Query';'Response';34.246;14.471;14.430
'AlternateSuccession(Query, Response)';'AlternateSuccession';'Query';'Response';20.921;8.841;8.816
'ChainSuccession(Query, Response)';'ChainSuccession';'Query';'Response';17.826;7.533;7.511
'RespondedExistence(Query, Response)';'RespondedExistence';'Query';'Response';50.957;50.813;21.472
'Response(Query, Response)';'Response';'Query';'Response';23.460;23.394;9.885
'AlternateResponse(Query, Response)';'AlternateResponse';'Query';'Response';12.181;12.146;5.133
'ChainResponse(Query, Response)';'ChainResponse';'Query';'Response';10.379;10.349;4.373
'NotChainSuccession(Query, Response)';'NotChainSuccession';'Query';'Response';82.174;34.724;34.626
'NotSuccession(Query, Response)';'NotSuccession';'Query';'Response';65.754;27.786;27.707
'NotCoExistence(Query, Response)';'NotCoExistence';'Query';'Response';42.117;17.797;17.747
'Precedence(Request, Query)';'Precedence';'Query';'Request';100.000;100.000;99.717
'AlternatePrecedence(Request, Query)';'AlternatePrecedence';'Query';'Request';38.318;38.318;38.209
'ChainPrecedence(Request, Query)';'ChainPrecedence';'Query';'Request';32.219;32.219;32.127
'Precedence(Response, Query)';'Precedence';'Query';'Response';34.289;14.490;14.448
'AlternatePrecedence(Response, Query)';'AlternatePrecedence';'Query';'Response';11.539;4.876;4.862
'ChainPrecedence(Response, Query)';'ChainPrecedence';'Query';'Response';11.106;4.693;4.680
'AtMostOne(Request)';'AtMostOne';'Request';'';22.144;22.144;22.144
'End(Request)';'End';'Request';'';0.000;0.000;0.000
'Init(Request)';'Init';'Request';'';100.000;100.000;100.000
'Participation(Request)';'Participation';'Request';'';100.000;100.000;100.000
'Precedence(A, Request)';'Precedence';'Request';'A';6.105;5.944;5.944
'AlternatePrecedence(A, Request)';'AlternatePrecedence';'Request';'A';3.868;3.766;3.766
'ChainPrecedence(A, Request)';'ChainPrecedence';'Request';'A';1.631;1.588;1.588
'Precedence(Bye, Request)';'Precedence';'Request';'Bye';0.185;0.185;0.185
'AlternatePrecedence(Bye, Request)';'AlternatePrecedence';'Request';'Bye';0.151;0.151;0.151
'ChainPrecedence(Bye, Request)';'ChainPrecedence';'Request';'Bye';0.151;0.151;0.151
'Precedence(Feedback, Request)';'Precedence';'Request';'Feedback';11.117;2.745;2.745
'AlternatePrecedence(Feedback, Request)';'AlternatePrecedence';'Request';'Feedback';6.492;1.603;1.603
'ChainPrecedence(Feedback, Request)';'ChainPrecedence';'Request';'Feedback';4.339;1.071;1.071
'Precedence(Hello, Request)';'Precedence';'Request';'Hello';3.044;0.131;0.131
'AlternatePrecedence(Hello, Request)';'AlternatePrecedence';'Request';'Hello';1.295;0.056;0.056
'ChainPrecedence(Hello, Request)';'ChainPrecedence';'Request';'Hello';0.370;0.016;0.016
'Precedence(Query, Request)';'Precedence';'Request';'Query';52.170;52.022;52.022
'AlternatePrecedence(Query, Request)';'AlternatePrecedence';'Request';'Query';40.161;40.048;40.048
'ChainPrecedence(Query, Request)';'ChainPrecedence';'Request';'Query';37.672;37.566;37.566
'CoExistence(Request, A)';'CoExistence';'Request';'A';98.795;96.183;96.183
'Succession(Request, A)';'Succession';'Request';'A';98.533;95.928;95.928
'AlternateSuccession(Request, A)';'AlternateSuccession';'Request';'A';18.472;17.984;17.984
'ChainSuccession(Request, A)';'ChainSuccession';'Request';'A';2.106;2.051;2.051
'RespondedExistence(Request, A)';'RespondedExistence';'Request';'A';95.055;95.055;92.542
'Response(Request, A)';'Response';'Request';'A';93.979;93.979;91.494
'AlternateResponse(Request, A)';'AlternateResponse';'Request';'A';37.908;37.908;36.906
'ChainResponse(Request, A)';'ChainResponse';'Request';'A';4.322;4.322;4.208
'NotChainSuccession(Request, A)';'NotChainSuccession';'Request';'A';97.894;95.305;95.305
'NotSuccession(Request, A)';'NotSuccession';'Request';'A';1.467;1.428;1.428
'NotCoExistence(Request, A)';'NotCoExistence';'Request';'A';1.205;1.173;1.173
'CoExistence(Request, Bye)';'CoExistence';'Request';'Bye';99.913;99.819;99.819
'Succession(Request, Bye)';'Succession';'Request';'Bye';99.913;99.819;99.819
'AlternateSuccession(Request, Bye)';'AlternateSuccession';'Request';'Bye';52.606;52.556;52.556
'ChainSuccession(Request, Bye)';'ChainSuccession';'Request';'Bye';1.114;1.113;1.113
'RespondedExistence(Request, Bye)';'RespondedExistence';'Request';'Bye';99.882;99.882;99.788
'Response(Request, Bye)';'Response';'Request';'Bye';99.882;99.882;99.788
'AlternateResponse(Request, Bye)';'AlternateResponse';'Request';'Bye';35.738;35.738;35.705
'ChainResponse(Request, Bye)';'ChainResponse';'Request';'Bye';0.757;0.757;0.756
'NotChainSuccession(Request, Bye)';'NotChainSuccession';'Request';'Bye';98.886;98.793;98.793
'NotSuccession(Request, Bye)';'NotSuccession';'Request';'Bye';0.087;0.087;0.087
'NotCoExistence(Request, Bye)';'NotCoExistence';'Request';'Bye';0.087;0.087;0.087
'CoExistence(Request, Feedback)';'CoExistence';'Request';'Feedback';44.955;11.101;11.101
'Succession(Request, Feedback)';'Succession';'Request';'Feedback';40.511;10.003;10.003
'AlternateSuccession(Request, Feedback)';'AlternateSuccession';'Request';'Feedback';21.757;5.372;5.372
'ChainSuccession(Request, Feedback)';'ChainSuccession';'Request';'Feedback';18.487;4.565;4.565
'RespondedExistence(Request, Feedback)';'RespondedExistence';'Request';'Feedback';37.706;37.706;9.311
'Response(Request, Feedback)';'Response';'Request';'Feedback';32.677;32.677;8.069
'AlternateResponse(Request, Feedback)';'AlternateResponse';'Request';'Feedback';12.311;12.311;3.040
'ChainResponse(Request, Feedback)';'ChainResponse';'Request';'Feedback';10.461;10.461;2.583
'NotChainSuccession(Request, Feedback)';'NotChainSuccession';'Request';'Feedback';81.513;20.128;20.128
'NotSuccession(Request, Feedback)';'NotSuccession';'Request';'Feedback';59.489;14.690;14.690
'NotCoExistence(Request, Feedback)';'NotCoExistence';'Request';'Feedback';55.045;13.592;13.592
'CoExistence(Request, Hello)';'CoExistence';'Request';'Hello';6.541;0.281;0.281
'Succession(Request, Hello)';'Succession';'Request';'Hello';3.593;0.154;0.154
'AlternateSuccession(Request, Hello)';'AlternateSuccession';'Request';'Hello';3.080;0.132;0.132
'ChainSuccession(Request, Hello)';'ChainSuccession';'Request';'Hello';2.981;0.128;0.128
'RespondedExistence(Request, Hello)';'RespondedExistence';'Request';'Hello';5.079;5.079;0.218
'Response(Request, Hello)';'Response';'Request';'Hello';2.085;2.085;0.090
'AlternateResponse(Request, Hello)';'AlternateResponse';'Request';'Hello';1.564;1.564;0.067
'ChainResponse(Request, Hello)';'ChainResponse';'Request';'Hello';1.514;1.514;0.065
'NotChainSuccession(Request, Hello)';'NotChainSuccession';'Request';'Hello';97.019;4.168;4.168
'NotSuccession(Request, Hello)';'NotSuccession';'Request';'Hello';96.407;4.142;4.142
'NotCoExistence(Request, Hello)';'NotCoExistence';'Request';'Hello';93.459;4.015;4.015
'CoExistence(Request, Query)';'CoExistence';'Request';'Query';99.897;99.614;99.614
'Succession(Request, Query)';'Succession';'Request';'Query';99.125;98.844;98.844
'AlternateSuccession(Request, Query)';'AlternateSuccession';'Request';'Query';50.580;50.437;50.437
'ChainSuccession(Request, Query)';'ChainSuccession';'Request';'Query';42.530;42.409;42.409
'RespondedExistence(Request, Query)';'RespondedExistence';'Request';'Query';99.697;99.697;99.415
'Response(Request, Query)';'Response';'Request';'Query';97.427;97.427;97.151
'AlternateResponse(Request, Query)';'AlternateResponse';'Request';'Query';74.386;74.386;74.175
'ChainResponse(Request, Query)';'ChainResponse';'Request';'Query';62.546;62.546;62.369
'NotChainSuccession(Request, Query)';'NotChainSuccession';'Request';'Query';57.470;57.308;57.308
'NotSuccession(Request, Query)';'NotSuccession';'Request';'Query';0.875;0.872;0.872
'NotCoExistence(Request, Query)';'NotCoExistence';'Request';'Query';0.103;0.103;0.103
'CoExistence(Request, Response)';'CoExistence';'Request';'Response';59.421;25.110;25.110
'Succession(Request, Response)';'Succession';'Request';'Response';51.963;21.958;21.958
'AlternateSuccession(Request, Response)';'AlternateSuccession';'Request';'Response';27.053;11.432;11.432
'ChainSuccession(Request, Response)';'ChainSuccession';'Request';'Response';1.657;0.700;0.700
'RespondedExistence(Request, Response)';'RespondedExistence';'Request';'Response';46.468;46.468;19.636
'Response(Request, Response)';'Response';'Request';'Response';36.630;36.630;15.479
'AlternateResponse(Request, Response)';'AlternateResponse';'Request';'Response';17.844;17.844;7.540
'ChainResponse(Request, Response)';'ChainResponse';'Request';'Response';1.093;1.093;0.462
'NotChainSuccession(Request, Response)';'NotChainSuccession';'Request';'Response';98.343;41.557;41.557
'NotSuccession(Request, Response)';'NotSuccession';'Request';'Response';48.037;20.299;20.299
'NotCoExistence(Request, Response)';'NotCoExistence';'Request';'Response';40.579;17.147;17.147
'Precedence(Response, Request)';'Precedence';'Request';'Response';14.329;6.055;6.055
'AlternatePrecedence(Response, Request)';'AlternatePrecedence';'Request';'Response';7.534;3.184;3.184
'ChainPrecedence(Response, Request)';'ChainPrecedence';'Request';'Response';0.908;0.384;0.384
'AtMostOne(Response)';'AtMostOne';'Response';'';79.839;33.738;14.256
'End(Response)';'End';'Response';'';0.000;0.000;0.000
'Init(Response)';'Init';'Response';'';0.000;0.000;0.000
'Participation(Response)';'Participation';'Response';'';42.257;17.856;7.546
'Precedence(A, Response)';'Precedence';'Response';'A';24.341;23.698;10.014
'AlternatePrecedence(A, Response)';'AlternatePrecedence';'Response';'A';11.538;11.233;4.747
'ChainPrecedence(A, Response)';'ChainPrecedence';'Response';'A';3.793;3.693;1.561
'Precedence(Bye, Response)';'Precedence';'Response';'Bye';0.211;0.211;0.089
'AlternatePrecedence(Bye, Response)';'AlternatePrecedence';'Response';'Bye';0.105;0.105;0.044
'ChainPrecedence(Bye, Response)';'ChainPrecedence';'Response';'Bye';0.053;0.053;0.022
'Precedence(Feedback, Response)';'Precedence';'Response';'Feedback';27.871;6.882;2.908
'AlternatePrecedence(Feedback, Response)';'AlternatePrecedence';'Response';'Feedback';13.488;3.331;1.407
'ChainPrecedence(Feedback, Response)';'ChainPrecedence';'Response';'Feedback';7.640;1.886;0.797
'Precedence(Hello, Response)';'Precedence';'Response';'Hello';4.531;0.195;0.082
'AlternatePrecedence(Hello, Response)';'AlternatePrecedence';'Response';'Hello';2.424;0.104;0.044
'ChainPrecedence(Hello, Response)';'ChainPrecedence';'Response';'Hello';0.211;0.009;0.004
'Precedence(Query, Response)';'Precedence';'Response';'Query';99.842;99.559;42.071
'AlternatePrecedence(Query, Response)';'AlternatePrecedence';'Response';'Query';74.078;73.868;31.214
'ChainPrecedence(Query, Response)';'ChainPrecedence';'Response';'Query';63.119;62.940;26.597
'Precedence(Request, Response)';'Precedence';'Response';'Request';100.000;100.000;42.257
'AlternatePrecedence(Request, Response)';'AlternatePrecedence';'Response';'Request';55.901;55.901;23.622
'ChainPrecedence(Request, Response)';'ChainPrecedence';'Response';'Request';3.425;3.425;1.447
'CoExistence(Response, A)';'CoExistence';'Response';'A';44.896;18.972;18.470
'Succession(Response, A)';'Succession';'Response';'A';39.870;16.848;16.402
'AlternateSuccession(Response, A)';'AlternateSuccession';'Response';'A';8.577;3.625;3.529
'ChainSuccession(Response, A)';'ChainSuccession';'Response';'A';0.422;0.179;0.174
'RespondedExistence(Response, A)';'RespondedExistence';'Response';'A';86.407;36.513;35.547
'Response(Response, A)';'Response';'Response';'A';81.454;34.420;33.510
'AlternateResponse(Response, A)';'AlternateResponse';'Response';'A';45.996;19.436;18.922
'ChainResponse(Response, A)';'ChainResponse';'Response';'A';2.266;0.957;0.932
'NotChainSuccession(Response, A)';'NotChainSuccession';'Response';'A';99.578;42.078;40.966
'NotSuccession(Response, A)';'NotSuccession';'Response';'A';60.130;25.409;24.737
'NotCoExistence(Response, A)';'NotCoExistence';'Response';'A';55.104;23.285;22.670
'CoExistence(Response, Bye)';'CoExistence';'Response';'Bye';69.139;29.216;29.188
'Succession(Response, Bye)';'Succession';'Response';'Bye';69.114;29.206;29.178
'AlternateSuccession(Response, Bye)';'AlternateSuccession';'Response';'Bye';44.406;18.765;18.747
'ChainSuccession(Response, Bye)';'ChainSuccession';'Response';'Bye';3.473;1.468;1.466
'RespondedExistence(Response, Bye)';'RespondedExistence';'Response';'Bye';99.420;42.012;41.972
'Response(Response, Bye)';'Response';'Response';'Bye';99.420;42.012;41.972
'AlternateResponse(Response, Bye)';'AlternateResponse';'Response';'Bye';47.155;19.926;19.907
'ChainResponse(Response, Bye)';'ChainResponse';'Response';'Bye';3.688;1.558;1.557
'NotChainSuccession(Response, Bye)';'NotChainSuccession';'Response';'Bye';96.527;40.789;40.751
'NotSuccession(Response, Bye)';'NotSuccession';'Response';'Bye';30.886;13.051;13.039
'NotCoExistence(Response, Bye)';'NotCoExistence';'Response';'Bye';30.861;13.041;13.028
'CoExistence(Response, Feedback)';'CoExistence';'Response';'Feedback';53.115;13.116;5.542
'Succession(Response, Feedback)';'Succession';'Response';'Feedback';36.367;8.980;3.795
'AlternateSuccession(Response, Feedback)';'AlternateSuccession';'Response';'Feedback';21.112;5.213;2.203
'ChainSuccession(Response, Feedback)';'ChainSuccession';'Response';'Feedback';2.611;0.645;0.272
'RespondedExistence(Response, Feedback)';'RespondedExistence';'Response';'Feedback';47.893;20.238;4.997
'Response(Response, Feedback)';'Response';'Response';'Feedback';32.244;13.625;3.365
'AlternateResponse(Response, Feedback)';'AlternateResponse';'Response';'Feedback';14.910;6.301;1.556
'ChainResponse(Response, Feedback)';'ChainResponse';'Response';'Feedback';1.844;0.779;0.192
'NotChainSuccession(Response, Feedback)';'NotChainSuccession';'Response';'Feedback';97.389;24.048;10.162
'NotSuccession(Response, Feedback)';'NotSuccession';'Response';'Feedback';63.633;15.713;6.640
'NotCoExistence(Response, Feedback)';'NotCoExistence';'Response';'Feedback';46.885;11.577;4.892
'CoExistence(Response, Hello)';'CoExistence';'Response';'Hello';7.433;0.319;0.135
'Succession(Response, Hello)';'Succession';'Response';'Hello';1.205;0.052;0.022
'AlternateSuccession(Response, Hello)';'AlternateSuccession';'Response';'Hello';0.402;0.017;0.007
'ChainSuccession(Response, Hello)';'ChainSuccession';'Response';'Hello';0.100;0.004;0.002
'RespondedExistence(Response, Hello)';'RespondedExistence';'Response';'Hello';5.374;2.271;0.098
'Response(Response, Hello)';'Response';'Response';'Hello';1.054;0.445;0.019
'AlternateResponse(Response, Hello)';'AlternateResponse';'Response';'Hello';0.211;0.089;0.004
'ChainResponse(Response, Hello)';'ChainResponse';'Response';'Hello';0.053;0.022;0.001
'NotChainSuccession(Response, Hello)';'NotChainSuccession';'Response';'Hello';99.900;4.292;1.814
'NotSuccession(Response, Hello)';'NotSuccession';'Response';'Hello';98.795;4.245;1.794
'NotCoExistence(Response, Hello)';'NotCoExistence';'Response';'Hello';92.567;3.977;1.681
'CoExistence(Response, Query)';'CoExistence';'Response';'Query';57.883;24.459;24.390
'Succession(Response, Query)';'Succession';'Response';'Query';42.274;17.864;17.813
'AlternateSuccession(Response, Query)';'AlternateSuccession';'Response';'Query';19.820;8.375;8.352
'ChainSuccession(Response, Query)';'ChainSuccession';'Response';'Query';19.076;8.061;8.038
'RespondedExistence(Response, Query)';'RespondedExistence';'Response';'Query';100.000;42.257;42.137
'Response(Response, Query)';'Response';'Response';'Query';90.832;38.383;38.274
'AlternateResponse(Response, Query)';'AlternateResponse';'Response';'Query';70.179;29.655;29.571
'ChainResponse(Response, Query)';'ChainResponse';'Response';'Query';67.545;28.542;28.461
'NotChainSuccession(Response, Query)';'NotChainSuccession';'Response';'Query';80.924;34.196;34.099
'NotSuccession(Response, Query)';'NotSuccession';'Response';'Query';57.726;24.393;24.324
'NotCoExistence(Response, Query)';'NotCoExistence';'Response';'Query';42.117;17.797;17.747
'CoExistence(Response, Request)';'CoExistence';'Response';'Request';59.421;25.110;25.110
'Succession(Response, Request)';'Succession';'Response';'Request';21.099;8.916;8.916
'AlternateSuccession(Response, Request)';'AlternateSuccession';'Response';'Request';11.423;4.827;4.827
'ChainSuccession(Response, Request)';'ChainSuccession';'Response';'Request';1.377;0.582;0.582
'RespondedExistence(Response, Request)';'RespondedExistence';'Response';'Request';100.000;42.257;42.257
'Response(Response, Request)';'Response';'Response';'Request';42.308;17.878;17.878
'AlternateResponse(Response, Request)';'AlternateResponse';'Response';'Request';23.604;9.974;9.974
'ChainResponse(Response, Request)';'ChainResponse';'Response';'Request';2.845;1.202;1.202
'NotChainSuccession(Response, Request)';'NotChainSuccession';'Response';'Request';98.623;41.675;41.675
'NotSuccession(Response, Request)';'NotSuccession';'Response';'Request';78.901;33.341;33.341
'NotCoExistence(Response, Request)';'NotCoExistence';'Response';'Request';40.579;17.147;17.147
